;signatur;geschaftstyp;partei;urheber;titel;beginn_datum;ende;schwerpunkt;geschaft;status;jahr;themes;pdf_file_url;content
1920;19.5176;Interpellation;Grüne;Friedl, Harald;Interpellation Nr. 37 Harald Friedl betreffend fehlende Visualisierungen beim Ozeanium;2019-04-10;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200109612;A;2019;Künste & Unterhaltung|Politische Beteiligung;https://grosserrat.bs.ch/dokumente/100389/000000389628.pdf;tbd
1921;19.5174;Interpellation;;Leuthardt, Beat;"Interpellation Nr. 35 Beat Leuthardt betreffend Bankverein, schon wieder ein ""1-zu-1-Ersatz""? (Gelernt aus den Planungspannen beim Centralbahnplatz, diesmal sauber aufgegleist?)";2019-04-10;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200109610;A;2019;;https://grosserrat.bs.ch/dokumente/100389/000000389626.pdf;tbd
1922;19.5173;Interpellation;;Wenk, Kerstin;Interpellation Nr. 34 Kerstin Wenk betreffend Stellenwert und der Finanzierung des Männerbüros Basel;2019-04-10;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200109609;A;2019;;https://grosserrat.bs.ch/dokumente/100389/000000389625.pdf;tbd
1923;19.5171;Schriftliche Anfrage;;Soland, Tanja;Schriftliche Anfrage Tanja Soland betreffend Ausmass und Wirkung von Steuersubventionen für energetische Gebäudesanierungen;2019-04-10;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200109607;A;2019;Energieversorgung|Steuerpolitik;https://grosserrat.bs.ch/dokumente/100389/000000389623.pdf;tbd
1924;19.516;Anzug;;Vitelli, Jörg;Anzug Jörg Vitelli und Konsorten betreffend bezahlbar wohnen am Schorenweg - dank Kanton und Wohngenossenschaften;2019-04-10;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200109594;A;2019;;https://grosserrat.bs.ch/dokumente/100389/000000389586.pdf;tbd
1925;19.5153;Anzug;GLP;Wüest-Rudin, David;Anzug David Wüest-Rudin und Konsorten betreffend einer finanziellen Belastung des C02-Ausstosses des Flugverkehrs am Euroairport via Flughafentaxe;2019-04-10;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200109590;A;2019;Klima & Luft|Schifffahrt, Flug- & Güterverkehr;https://grosserrat.bs.ch/dokumente/100389/000000389443.pdf;tbd
1926;19.515;Schriftliche Anfrage;;Griss, Christian;Schriftliche Anfrage Christian Griss betreffend Kosten des Staatskalenders Basel-Stadt;2019-03-20;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200109583;A;2019;;https://grosserrat.bs.ch/dokumente/100389/000000389414.pdf;tbd
1927;19.5138;Anzug;SP;Erdogan, Seyit;Anzug Seyit Erdogan und Konsorten betreffend Aufführen der Religionszugehörigkeiten in Formularen des Kantons Basel-Stadt;2019-04-10;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200109571;A;2019;Religion|Verwaltung;https://grosserrat.bs.ch/dokumente/100389/000000389402.pdf;tbd
1928;19.5134;Anzug;SP;Miozzari, Claudio;Anzug Claudio Miozzari und Konsorten betreffend genauere Berechnung der Elternbeiträge für die Tagesbetreuung von Kindern;2019-04-10;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200109569;A;2019;Kinder, Jugendliche & Familien|Arbeitsmarkt;https://grosserrat.bs.ch/dokumente/100389/000000389400.pdf;tbd
1929;19.5131;Anzug;;Soland, Tanja;Anzug Tanja Soland und Konsorten betreffend Einführung einer Gesamtstrategie in der Korruptionssensibilisierung und -bekämpfung;2019-04-10;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200109567;B;2019;Verwaltung|Recht & Strafvollzug;https://grosserrat.bs.ch/dokumente/100389/000000389398.pdf;tbd
1930;19.5122;Schriftliche Anfrage;;Wyss, Sarah;Schriftliche Anfrage Sarah Wyss betreffend Cargo sous terrain;2019-03-20;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200109558;A;2019;;https://grosserrat.bs.ch/dokumente/100389/000000389382.pdf;tbd
1931;19.512;Schriftliche Anfrage;SP;Roth, Franziska;Schriftliche Anfrage Franziska Roth betreffend genügend Schulraum für unsere Kinder;2019-03-20;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200109555;A;2019;Volksschulen & Tagesbetreuung|Kinder, Jugendliche & Familien;https://grosserrat.bs.ch/dokumente/100389/000000389373.pdf;tbd
1932;19.5118;Interpellation;;Grossenbacher, Thomas;Interpellation Nr. 26 Thomas Grossenbacher betreffend unökologischen Einsatz von Instrumenten an Spitälern;2019-03-20;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200109553;A;2019;Gesundheitsversorgung|Abfall & Recycling;https://grosserrat.bs.ch/dokumente/100389/000000389371.pdf;tbd
1933;19.5113;Interpellation;SP;Baumgartner, Beda;Interpellation Nr. 21 Beda Baumgartner betreffend der Entwicklung der Bodenpreise in Basel-Stadt und Auswirkungen auf die Mietpreise;2019-03-20;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200109548;A;2019;;https://grosserrat.bs.ch/dokumente/100389/000000389366.pdf;tbd
1934;19.5107;Schriftliche Anfrage;SP;Baumgartner, Beda;Schriftliche Anfrage Beda Baumgartner betreffend Mindestlöhne in den Basler Orchestern;2019-03-20;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200109541;A;2019;Künste & Unterhaltung|Arbeitsmarkt;https://grosserrat.bs.ch/dokumente/100389/000000389357.pdf;tbd
1935;19.5102;Anzug;SP;Gölgeli, Edibe;Anzug Edibe Gölgeli und Konsorten betreffend interkulturelle Sozialarbeit zur Prävention von Radikalisierung;2019-03-20;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200109534;A;2019;Religion|Kinder, Jugendliche & Familien;https://grosserrat.bs.ch/dokumente/100389/000000389291.pdf;tbd
1936;19.509;Anzug;SP;Heer, Barbara;Anzug Barbara Heer und Konsorten betreffend Angebot sicherstellen und Qualitätssicherung für Seelsorge in Gefängnissen, Spitälern und Asylunterkünften für Angehörige nicht anerkannter Religionen;2019-03-20;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200109533;B;2019;Religion|Migration & Integration;https://grosserrat.bs.ch/dokumente/100389/000000389290.pdf;tbd
1937;19.5097;Motion;Grüne;Vergeat, Jo;Motion Jo Vergeat und Konsorten betreffend Einführung einer Klimafolgenabschätzung für klimarelevante Geschäfte im Grossen Rat;2019-03-20;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200109528;B;2019;Klima & Luft|Parlament & Regierung;https://grosserrat.bs.ch/dokumente/100389/000000389285.pdf;tbd
1938;19.5088;Anzug;;Wyss, Sarah;Anzug Sarah Wyss und Konsorten betreffend Dolmetscher/innen in der Gesundheitsversorgung;2019-03-20;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200109526;A;2019;Gesundheitsversorgung|Migration & Integration;https://grosserrat.bs.ch/dokumente/100389/000000389283.pdf;tbd
1939;19.5087;Anzug;FDP;Urgese, Luca;Anzug Luca Urgese und Konsorten betreffend konkrete Planung von Quartierparkings;2019-03-20;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200109524;B;2019;Parkraumbewirtschaftung|Areale & Quartiere;https://grosserrat.bs.ch/dokumente/100389/000000389281.pdf;tbd
1940;19.5099;Schriftliche Anfrage;;Metzger, Ursula;Schriftliche Anfrage Ursula Metzger betreffend anerkannte Religionsgemeinschaften;2019-02-13;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200109520;A;2019;Religion|Staatsfinanzen;https://grosserrat.bs.ch/dokumente/100389/000000389277.pdf;tbd
1941;19.5094;Motion;;Wanner, Aeneas;Motion Aeneas Wanner und Konsorten betreffend Anpassung der Zielsetzungen des Energiegesetzes an das Pariser Klimaabkommen;2019-03-20;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200109519;B;2019;;https://grosserrat.bs.ch/dokumente/100389/000000389276.pdf;tbd
1942;19.5085;Motion;;Stöcklin, Jürg;Motion Jürg Stöcklin und Konsorten betreffend die Vermeidung von nichtamortisierbaren Investitionen und einen geordneten Ausstieg aus der fossilen Wärmeversorgung durch die IWB bis 2050 (Dekarbonisierung);2019-03-20;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200109518;A;2019;;https://grosserrat.bs.ch/dokumente/100389/000000389275.pdf;tbd
1943;19.5084;Interpellation;;Koechlin, Michael;"Interpellation Nr. 17 Michael Koechlin betreffend ""Solar-Offensive"" zur besseren Nutzung des Potentials der Solarenergie in Basel-Stadt";2019-03-20;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200109516;A;2019;;https://grosserrat.bs.ch/dokumente/100389/000000389272.pdf;tbd
1944;19.5082;Schriftliche Anfrage;SP;Cuénod, Tim;Schriftliche Anfrage Tim Cuénod betreffend vorhandener Radikalisierungstendenzen und Informationsmöglichkeiten sowie der kantonalen Umsetzung des NAP;2019-02-13;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200109513;A;2019;Religion|Polizei & Kriminalität;https://grosserrat.bs.ch/dokumente/100389/000000389268.pdf;tbd
1945;19.5081;Schriftliche Anfrage;;Atici, Mustafa;Schriftliche Anfrage Mustafa Atici betreffend Förderung der Vielfalt der Religionen und Kulturen in den Schulen und in der Gesellschaft;2019-02-13;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200109512;A;2019;Religion|Volksschulen & Tagesbetreuung;https://grosserrat.bs.ch/dokumente/100389/000000389267.pdf;tbd
1946;19.5079;Interpellation;SVP;Thüring, Joël;Interpellation Nr. 15 Joël Thüring betreffend Grenzgängervorrang beim RAV?;2019-03-20;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200109511;A;2019;Arbeitsmarkt|Migration & Integration;https://grosserrat.bs.ch/dokumente/100389/000000389266.pdf;tbd
1947;19.5078;Anzug;;Benz, Sibylle;Anzug Sibylle Benz und Konsorten betreffend Haus der Begegnungen;2019-03-20;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200109510;A;2019;Religion|Migration & Integration;https://grosserrat.bs.ch/dokumente/100389/000000389265.pdf;tbd
1948;19.5077;Schriftliche Anfrage;;Lachenmeier, Michelle;Schriftliche Anfrage Michelle Lachenmeier betreffend stationäre Leistungen für behinderte Personen im AHV-Alter;2019-02-13;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200109508;A;2019;Menschen mit Behinderung|Gesundheitsversorgung;https://grosserrat.bs.ch/dokumente/100389/000000389259.pdf;tbd
1949;19.507;Motion;;Steinle, Lea;Motion Lea Steinle und Konsorten betreffend Umsetzung der Istanbulkonvention: Bereitstellung von ausreichenden Plätzen im Frauenhaus und Sicherung von dessen Finanzierung;2019-03-20;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200109500;A;2019;Polizei & Kriminalität|Sozialhilfe;https://grosserrat.bs.ch/dokumente/100389/000000389251.pdf;tbd
1950;19.5062;Interpellation;;Grossenbacher, Thomas;Interpellation Nr. 13 Thomas Grossenbacher betreffend geplanten Fällung der Bäume auf dem Tellplatz, zum Baumschutz und zum Waldentwicklungsplan;2019-02-13;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200109492;A;2019;Stadtgrün|Areale & Quartiere;https://grosserrat.bs.ch/dokumente/100389/000000389168.pdf;tbd
1951;19.506;Interpellation;FDP;Moesch, Christian C.;Interpellation Nr. 12 Christian C. Moesch betreffend Nutzungs- und Betriebskonzept Kasernenareal;2019-02-13;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200109491;A;2019;Areale & Quartiere|Nutzung & Regulierung;https://grosserrat.bs.ch/dokumente/100389/000000389167.pdf;tbd
1952;19.5057;Schriftliche Anfrage;Grüne;Friedl, Harald;Schriftliche Anfrage Harald Friedl betreffend naturnahe Rabatten und Rasenflächen;2019-02-13;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200109487;A;2019;Stadtgrün|Biodiversität;https://grosserrat.bs.ch/dokumente/100389/000000389161.pdf;tbd
1953;19.5053;Interpellation;SP;Mazzotti, Sasha;Interpellation Nr. 7 Sasha Mazzotti betreffend Strukturförderung Orchester in den Jahren 2016-2019;2019-02-13;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200109483;A;2019;;https://grosserrat.bs.ch/dokumente/100389/000000389157.pdf;tbd
1954;19.5052;Schriftliche Anfrage;BastA!;Zürcher, Tonja;Schriftliche Anfrage Tonja Zürcher betreffend Situation von LGBTIQ-Geflüchteten in Basel-Stadt und Bereitschaft der Regierung für ein Engagement betreffend Anerkennung der Fluchtgründe im Asylgesetz und einen Dialog zur Verbesserung der Situation in den Städten und Kantonen;2019-02-13;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200109480;A;2019;Gleichstellung der Geschlechter|Migration & Integration;https://grosserrat.bs.ch/dokumente/100389/000000389144.pdf;tbd
1955;19.5044;Interpellation;;Ueberwasser, Heinrich;Interpellation Nr. 3 Heinrich Ueberwasser betreffend Aachener Vertrag: Chancen einer Neuausrichtung oder Neuorganisation der regionalen Zusammenarbeit zwischen Schweiz, Deutschland und Frankreich;2019-02-13;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200109471;A;2019;;https://grosserrat.bs.ch/dokumente/100389/000000389125.pdf;tbd
1956;19.5042;Interpellation;BastA!;Bolliger, Oliver;Interpellation Nr. 2 Oliver Bolliger betreffend umgehender Erhöhung des Grundbedarfs bei der Sozialhilfe;2019-02-13;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200109469;A;2019;;https://grosserrat.bs.ch/dokumente/100389/000000389123.pdf;tbd
1957;19.5041;Schriftliche Anfrage;SVP;Thüring, Joël;"Schriftliche Anfrage Joël Thüring betreffend Aktion ""Noël""";2019-02-13;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200109468;A;2019;Polizei & Kriminalität|Migration & Integration;https://grosserrat.bs.ch/dokumente/100389/000000389122.pdf;tbd
1958;19.5035;Motion;;Wanner, Aeneas;Motion Aeneas Wanner und Konsorten betreffend Senkung der Bewilligungshürden fassadenintegrierter Solarenergienutzung;2019-02-13;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200109463;A;2019;Energieversorgung|Raumplanung;https://grosserrat.bs.ch/dokumente/100389/000000389064.pdf;tbd
1959;19.5031;Schriftliche Anfrage;SP;Erdogan, Seyit;Schriftliche Anfrage Seyit Erdogan betreffend Durchlässigkeit in Schulen und Berufsbildung;2019-01-09;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200109459;A;2019;Volksschulen & Tagesbetreuung|Kinder, Jugendliche & Familien;https://grosserrat.bs.ch/dokumente/100389/000000389040.pdf;tbd
1960;19.503;Schriftliche Anfrage;;Kölliker, Sebastian;Schriftliche Anfrage Sebastian Kölliker betreffend Basler Kantonalbank (BKB);2019-01-09;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200109458;A;2019;;https://grosserrat.bs.ch/dokumente/100389/000000389039.pdf;tbd
1961;19.5027;Schriftliche Anfrage;SP;Baumgartner, Beda;Schriftliche Anfrage Beda Baumgartner betreffend Beschäftigungsmodell der LimeBike AG;2019-01-09;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200109456;A;2019;Privatwirtschaft & Standort|Verwaltung;https://grosserrat.bs.ch/dokumente/100389/000000389037.pdf;tbd
1962;19.5007;Interpellation;;Inglin, Oswald;"Interpellation Nr. 137 Oswald Inglin betreffend Bearbeitung Motion Dominique König-Lüdin und Konsorten betreffend ""griffigem Lärmschutz entlang der Osttangente"" (17.5439.01)";2019-01-09;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200109431;A;2019;Lärm|Areale & Quartiere;https://grosserrat.bs.ch/dokumente/100388/000000388933.pdf;tbd
1963;19.5004;Interpellation;SP;Baumgartner, Beda;Interpellation Nr. 134 Beda Baumgartner betreffend Klimastreik der Schülerinnen und Schüler in Basel-Stadt;2019-01-09;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200109428;A;2019;Politische Beteiligung|Volksschulen & Tagesbetreuung;https://grosserrat.bs.ch/dokumente/100388/000000388930.pdf;tbd
1964;19.5002;Interpellation;;Spirgi, Daniel;Interpellation Nr. 132 Daniel Spirgi betreffend den Tod eines 54-jährigen Afghanen nach der Verhaftung vor dem Polizeiposten Kannenfeld;2019-01-09;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200109426;A;2019;Polizei & Kriminalität|Gesundheitsversorgung;https://grosserrat.bs.ch/dokumente/100388/000000388928.pdf;tbd
1965;23.5332;Motion;LDP;Ebi, Alex;Motion Alex Ebi und Konsorten betreffend Dreifachturnhalle und zusätzlicher Schulraum Campus Bäumlihof, Drei Linden und Hirzbrunnen;2023-06-28;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200112575;B;2023;Mittelschulen & Berufsbildung|Sport;https://grosserrat.bs.ch/dokumente/100404/000000404967.pdf;tbd
1966;23.5333;Motion;GLP;Sieber, Johannes;Motion Johannes Sieber und Konsorten betreffend Zwischennutzung Musical Theater ab 2025 jetzt in Angriff nehmen;2023-06-28;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200112572;B;2023;Sport|Künste & Unterhaltung;https://grosserrat.bs.ch/dokumente/100404/000000404925.pdf;tbd
1967;23.5327;Anzug;FDP;Seiler, Daniel;Anzug Daniel Seiler und Konsorten betreffend Sperrung Brunngässlein, St. Alban-Graben und Elisabethenstrasse;2023-06-28;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200112568;B;2023;Motorisierter Individualverkehr|Verkehrssicherheit;https://grosserrat.bs.ch/dokumente/100404/000000404921.pdf;tbd
1968;23.5326;Anzug;Grüne;Thiriet, Jérôme;Anzug Jérôme Thiriet und Konsorten betreffend temporäre Massnahmen für die Sicherheit von Velofahrenden bei Baustellen;2023-06-28;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200112567;B;2023;Veloverkehr|Verkehrssicherheit;https://grosserrat.bs.ch/dokumente/100404/000000404920.pdf;tbd
1969;23.5322;Interpellation;BastA!;Bernasconi, Patrizia;Interpellation Nr. 88 Patrizia Bernasconi betreffend IBS und Referenzzinssatz;2023-06-07;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200112557;A;2023;;https://grosserrat.bs.ch/dokumente/100404/000000404890.pdf;tbd
1970;23.5321;Interpellation;BastA!;Bolliger, Oliver;Interpellation Nr. 87 Oliver Bolliger betreffend Massnahmen der Sozialhilfe aufgrund der Erhöhung des Referenzzinssatzes;2023-06-07;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200112556;A;2023;;https://grosserrat.bs.ch/dokumente/100404/000000404889.pdf;tbd
1971;23.532;Interpellation;SVP;Thüring, Joël;Interpellation Nr. 86 Joël Thüring betreffend gewalttätigste Stadt der Schweiz - was unternimmt der Regierungsrat gegen die desolate Basler Sicherheitslage?;2023-06-07;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200112555;A;2023;;https://grosserrat.bs.ch/dokumente/100404/000000404888.pdf;tbd
1972;23.5318;Interpellation;BastA!;Mück, Heidi;Interpellation Nr. 84 Heidi Mück betreffend Provisorium für die Primarschule Kleinhüningen auf dem Ackermätteli;2023-06-07;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200112553;B;2023;;https://grosserrat.bs.ch/dokumente/100404/000000404886.pdf;tbd
1973;23.5316;Interpellation;SVP;Messerli, Pascal;Interpellation Nr. 82 Pascal Messerli betreffend Folge der gescheiterten linken Asylpolitik? Asylunterkunft auf dem Erlenmattplatz belastet Kleinbasler Bevölkerung;2023-06-07;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200112551;A;2023;;https://grosserrat.bs.ch/dokumente/100404/000000404884.pdf;tbd
1974;23.5314;Schriftliche Anfrage;SP;Nussbaumer, Melanie;Schriftliche Anfrage Melanie Nussbaumer betreffend Ferienbetreuung an Schulen;2023-06-07;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200112549;A;2023;;https://grosserrat.bs.ch/dokumente/100404/000000404881.pdf;tbd
1975;23.5313;Interpellation;Grüne;Thommen, Oliver;Interpellation Nr. 80 Oliver Thommen betreffend regierungsrätliche Konsultationen;2023-06-07;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200112547;A;2023;;https://grosserrat.bs.ch/dokumente/100404/000000404874.pdf;tbd
1976;23.5309;Interpellation;LDP;Hug, Michael;Interpellation Nr. 77 Michael Hug betreffend notwendige Korrektur des Vertrauensverlustes von Wohnungsbau-Investoren;2023-06-07;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200112543;B;2023;;https://grosserrat.bs.ch/dokumente/100404/000000404870.pdf;tbd
1977;23.5304;Interpellation;FDP;Moesch, Christian C.;Interpellation Nr. 75 Christian C. Moesch betreffend Datenleck im Erziehungsdepartement und Veröffentlichung von sensiblen Informationen im Darknet;2023-06-07;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200112539;A;2023;;https://grosserrat.bs.ch/dokumente/100404/000000404855.pdf;tbd
1978;23.5303;Interpellation;VA;Weber, Eric;Interpellation Nr. 74 Eric Weber betreffend Flughafen-Bus in Basel - warum ist dieser kostenfrei für Reisende, die in Deutschland buchen? Wer bezahlt das?;2023-06-07;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200112535;B;2023;;https://grosserrat.bs.ch/dokumente/100404/000000404845.pdf;tbd
1979;23.5302;Schriftliche Anfrage;VA;Weber, Eric;Schriftliche Anfrage Eric Weber betreffend Basler Polizei auf Social Media;2023-06-07;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200112534;A;2023;;https://grosserrat.bs.ch/dokumente/100404/000000404844.pdf;tbd
1980;23.5278;Schriftliche Anfrage;VA;Weber, Eric;Schriftliche Anfrage Eric Weber betreffend Reisen des Regierungsrates;2023-06-07;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200112530;A;2023;;https://grosserrat.bs.ch/dokumente/100404/000000404840.pdf;tbd
1981;23.528;Schriftliche Anfrage;VA;Weber, Eric;Schriftliche Anfrage Eric Weber betreffend wieviel bezahlt Basel-Stadt an Stellenbüros?;2023-06-07;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200112520;A;2023;;https://grosserrat.bs.ch/dokumente/100404/000000404830.pdf;tbd
1982;23.5296;Interpellation;SVP;Wehrli, Felix;Interpellation Nr. 72 Felix Wehrli betreffend Anpassungen des Polizeigesetzes (PolG) zum Schutz von Kinder, Jugendlichen und Erwachsenen vor einer offenen Drogenszene an div. Orten im Kleinbasel;2023-06-07;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200112512;B;2023;;https://grosserrat.bs.ch/dokumente/100404/000000404757.pdf;tbd
1983;23.5293;Anzug;Grüne;Bartha, Béla;Anzug Béla Bartha und Konsorten betreffend Beitrag der Kulturbetriebe von Basel-Stadt zur Einhaltung des Pariser Klimaabkommens;2023-06-07;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200112508;B;2023;Künste & Unterhaltung|Klima & Luft;https://grosserrat.bs.ch/dokumente/100404/000000404753.pdf;tbd
1984;23.5276;Anzug;VA;Weber, Eric;Anzug Eric Weber betreffend feste Sprechzeiten für den Parlamentsdienst;2023-06-07;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200112506;B;2023;;https://grosserrat.bs.ch/dokumente/100404/000000404751.pdf;tbd
1985;23.526;Interpellation;Grüne;Weibel, Fleur;Interpellation Nr. 69 Fleur Weibel betreffend Aufarbeitung des Polizeieinsatzes während der bewilligten 1. Mai Kundgebung;2023-05-10;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200112488;A;2023;Politische Beteiligung|Polizei & Kriminalität;https://grosserrat.bs.ch/dokumente/100404/000000404714.pdf;tbd
1986;23.5257;Interpellation;SP;Balmer, Ivo;Interpellation Nr. 67 Ivo Balmer betreffend zusätzlichen Schutz der älteren Bevölkerung im Kanton Basel-Stadt;2023-05-10;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200112486;A;2023;Wohnen|Ältere Bevölkerung;https://grosserrat.bs.ch/dokumente/100404/000000404712.pdf;tbd
1987;23.5253;Anzug;SVP;Thüring, Joël;Anzug Joël Thüring und Konsorten betreffend Massnahmen gegen den illegalen Drogenhandel rund um die Kaserne, den Erasmusplatz und den Claraplatz;2023-06-07;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200112482;B;2023;Polizei & Kriminalität|Gestaltung & Infrastruktur;https://grosserrat.bs.ch/dokumente/100404/000000404708.pdf;tbd
1988;23.5251;Interpellation;VA;Weber, Eric;Interpellation Nr. 62 Eric Weber betreffend wie ist die Organ-Spende in Basel konkret geregelt;2023-05-10;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200112480;A;2023;;https://grosserrat.bs.ch/dokumente/100404/000000404706.pdf;tbd
1989;23.5245;Motion;FDP;Urgese, Luca;Motion Luca Urgese und Konsorten betreffend digitalisierte und unbediente Einkaufsläden möglich machen;2023-06-07;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200112470;B;2023;;https://grosserrat.bs.ch/dokumente/100404/000000404677.pdf;tbd
1990;23.5242;Schriftliche Anfrage;jgb;Feurer, Anouk;Schriftliche Anfrage Anouk Feurer betreffend Meldetool und Sensibilisierung sexuelle Belästigung;2023-05-10;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200112467;A;2023;;https://grosserrat.bs.ch/dokumente/100404/000000404674.pdf;tbd
1991;23.5237;Anzug;SP;Amacher, Nicole;Anzug Nicole Amacher und Konsorten betreffend Einführung einer Elternzeit in Kanton Basel-Stadt Variante: «Freiwilligen Fondslösungen mit Staatsbeiträgen»;2023-05-10;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200112460;B;2023;;https://grosserrat.bs.ch/dokumente/100404/000000404578.pdf;tbd
1992;23.5236;Anzug;Grüne;Bartha, Béla;Anzug Béla Bartha und Konsorten betreffend die Förderung der Biodiversität im privaten städtischen Raum durch ein zeitgemässes Beratungs- und Förderangebot;2023-05-10;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200112459;B;2023;;https://grosserrat.bs.ch/dokumente/100404/000000404577.pdf;tbd
