;signatur;geschaftstyp;partei;urheber;titel;beginn_datum;ende;schwerpunkt;geschaft;status;jahr;themes;pdf_file_url;content
0;22.5309;Petition;;;"Petition P449 ""Keine Aufhebung oder Verschiebung von den Bushaltestellen Linie 31, 38 Thomaskirche, Ensisheimerstrasse, Blotzheimerstrasse im Iselin-Quartier""";2022-06-22;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200111868;A;2022;;https://grosserrat.bs.ch/dokumente/100397/000000397534.pdf;tbd
1;22.5308;Interpellation;VA;Weber, Eric;Interpellation Nr. 75 Eric Weber betreffend Vermummungsverbot in Basel;2022-09-14;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200111867;A;2022;Recht & Strafvollzug|Politische Beteiligung;https://grosserrat.bs.ch/dokumente/100397/000000397533.pdf;tbd
2;22.5303;Schriftliche Anfrage;GLP;Sieber, Johannes;Schriftliche Anfrage Johannes Sieber betreffend Berücksichtigung von Lebensraum bei Städteplanung Klybeck & Westquai;2022-06-01;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200111855;A;2022;Areale & Quartiere|Politische Beteiligung;https://grosserrat.bs.ch/dokumente/100397/000000397423.pdf;tbd
3;22.5302;Motion;SVP;Thüring, Joël;Motion Joël Thüring und Konsorten betreffend Eindämmung überbordender Bürokratie;2022-06-22;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200111854;B;2022;;https://grosserrat.bs.ch/dokumente/100397/000000397422.pdf;tbd
4;22.5294;Schriftliche Anfrage;VA;Weber, Eric;Schriftliche Anfrage Eric Weber betreffend neue Nachtzug-Linien ab Basel;2022-06-01;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200111847;B;2022;;https://grosserrat.bs.ch/dokumente/100397/000000397415.pdf;tbd
5;22.529;Schriftliche Anfrage;VA;Weber, Eric;Schriftliche Anfrage Eric Weber betreffend Taxis in Basel;2022-06-01;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200111843;B;2022;;https://grosserrat.bs.ch/dokumente/100397/000000397411.pdf;tbd
6;22.5286;Schriftliche Anfrage;VA;Weber, Eric;Schriftliche Anfrage Eric Weber betreffend warum nimmt die Polizei Basel Schlüsseldienst-Firmen aus Basel-Land und nicht aus Basel-Stadt?;2022-06-01;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200111842;B;2022;;https://grosserrat.bs.ch/dokumente/100397/000000397410.pdf;tbd
7;22.5288;Schriftliche Anfrage;VA;Weber, Eric;Schriftliche Anfrage Eric Weber betreffend Hotelgäste in Basel;2022-06-01;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200111841;B;2022;;https://grosserrat.bs.ch/dokumente/100397/000000397409.pdf;tbd
8;22.5289;Schriftliche Anfrage;VA;Weber, Eric;Schriftliche Anfrage Eric Weber betreffend Oligarchen-Flugzeuge in Basel;2022-06-01;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200111840;B;2022;;https://grosserrat.bs.ch/dokumente/100397/000000397408.pdf;tbd
9;22.5279;Schriftliche Anfrage;SP;Nussbaumer, Melanie;Schriftliche Anfrage Melanie Nussbaumer betreffend Ersatzfreiheitsstrafen in Basel-Stadt;2022-06-01;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200111835;B;2022;;https://grosserrat.bs.ch/dokumente/100397/000000397402.pdf;tbd
10;22.5284;Interpellation;SP;Cuénod, Tim;Interpellation Nr. 73 Tim Cuénod betreffend Verbesserungen bei der Veloquerung des Bahnhofs SBB;2022-06-01;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200111834;A;2022;;https://grosserrat.bs.ch/dokumente/100397/000000397401.pdf;tbd
11;22.5283;Interpellation;BastA!;Zürcher, Tonja;Interpellation Nr. 72 Tonja Zürcher betreffend Bauvorhaben Rheintunnel und der versprochenen Rückbaumassnahmen;2022-06-01;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200111833;A;2022;Motorisierter Individualverkehr|Klima & Luft;https://grosserrat.bs.ch/dokumente/100397/000000397400.pdf;tbd
12;22.5281;Interpellation;SVP;Amiet, Lorenz;Interpellation Nr. 70 Lorenz Amiet betreffend Schutzwürdigkeit der Gebäude des Tiefbauamtes an der Rotterdamstrasse;2022-06-01;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200111831;A;2022;;https://grosserrat.bs.ch/dokumente/100397/000000397398.pdf;tbd
13;22.5278;Schriftliche Anfrage;Grüne;Weibel, Fleur;Schriftliche Anfrage Fleur Weibel betreffend neues Tagesbetreuungsgesetz - Umsetzung, Entwicklung und Finanzierung;2022-06-01;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200111830;B;2022;;https://grosserrat.bs.ch/dokumente/100397/000000397397.pdf;tbd
14;22.5273;Interpellation;EVP;Hochuli, Christoph;Interpellation Nr. 64 Christoph Hochuli betreffend Schwimmhalle im Klybeckareal statt im Musical-Theater;2022-06-01;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200111824;A;2022;Künste & Unterhaltung|Areale & Quartiere;https://grosserrat.bs.ch/dokumente/100397/000000397389.pdf;tbd
15;22.526;Schriftliche Anfrage;SP;Baumgartner, Beda;Schriftliche Anfrage Beda Baumgartner betreffend Entschädigung von haushaltsnahen Dienstleistungen;2022-05-11;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200111805;B;2022;Arbeitsmarkt|Gesundheitsversorgung;https://grosserrat.bs.ch/dokumente/100397/000000397322.pdf;tbd
16;22.5262;Anzug;SP;Mattmüller, Georg;Anzug Georg Mattmüller und Konsorten betreffend Psychiatrische Versorgung im Kinder- und Jugendalter;2022-06-01;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200111803;B;2022;Gesundheitsversorgung|Grenzüberschreitende Zusammenarbeit;https://grosserrat.bs.ch/dokumente/100397/000000397320.pdf;tbd
17;22.5257;Anzug;SP;Heer, Barbara;Anzug Barbara Heer und Konsorten betreffend Begleitdienst im Spital für Betroffene sexualisierter Gewalt;2022-06-01;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200111800;B;2022;Gesundheitsversorgung|Gleichstellung der Geschlechter;https://grosserrat.bs.ch/dokumente/100397/000000397317.pdf;tbd
18;22.5249;Anzug;;Eichner, Mark;Anzug Mark Eichner und Konsorten betreffend eines grossen grünen Parks direkt am Rhein von der Wiese bis zum Hafenkran;2022-06-01;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200111789;B;2022;Stadtgrün|Areale & Quartiere;https://grosserrat.bs.ch/dokumente/100397/000000397238.pdf;tbd
19;22.5247;Anzug;SP;Mathys, Lisa;Anzug Lisa Mathys und Konsorten betreffend eines kantonalen KMU-Klimafonds für Basel-Stadt - juristische Grundlage und Planungssicherheit schaffen;2022-06-01;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200111787;B;2022;Klima & Luft|Privatwirtschaft & Standort;https://grosserrat.bs.ch/dokumente/100397/000000397236.pdf;tbd
20;22.5244;Anzug;Grüne;Weibel, Fleur;Anzug Fleur Weibel und Konsorten betreffend Nachhaltige Stärkung der Pflege in der kantonalen Gesundheitsversorgung;2022-06-01;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200111784;B;2022;;https://grosserrat.bs.ch/dokumente/100397/000000397233.pdf;tbd
21;22.5243;Anzug;jgb;Hoppler, Laurin;Anzug Laurin Hoppler und Konsorten für eine allgemeine und niederschwellige Sammlung und Verwertung von Bioabfällen für alle;2022-06-01;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200111783;B;2022;;https://grosserrat.bs.ch/dokumente/100397/000000397232.pdf;tbd
22;22.5241;Schriftliche Anfrage;EVP;Gysin, Brigitte;Schriftliche Anfrage Brigitte Gysin betreffend Nutzungskonflikte bei Schularealen und Folgenbewältigung;2022-05-11;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200111781;B;2022;Volksschulen & Tagesbetreuung|Gestaltung & Infrastruktur;https://grosserrat.bs.ch/dokumente/100397/000000397230.pdf;tbd
23;22.5221;Anzug;LDP;Hug, Michael;"Anzug Michael Hug und Konsorten betreffend Wiederaufnahme der Planung eines Tram-Schiffsverkehrs (""Vaporetto"") auf dem Rhein";2022-05-11;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200111757;B;2022;;https://grosserrat.bs.ch/dokumente/100397/000000397046.pdf;tbd
24;22.5225;Schriftliche Anfrage;SVP;Schweizer, Jenny;Schriftliche Anfrage Jenny Schweizer betreffend einheitliche Maturaprüfungen an den Kantonalen Gymnasien in den Fächern Deutsch, Französisch, Englisch und Mathematik;2022-04-27;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200111755;B;2022;;https://grosserrat.bs.ch/dokumente/100397/000000397044.pdf;tbd
25;22.5216;Anzug;LDP;Karger, Philip;Anzug Philip Karger und Konsorten betreffend Stärkung der Cybersicherheit für Staatliche Verwaltungen, Firmen und Privaten in Basel-Stadt;2022-05-11;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200111751;B;2022;;https://grosserrat.bs.ch/dokumente/100397/000000397040.pdf;tbd
26;22.5212;Schriftliche Anfrage;VA;Weber, Eric;Schriftliche Anfrage Eric Weber betreffend Kleidung gebraucht kaufen;2022-04-27;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200111748;B;2022;;https://grosserrat.bs.ch/dokumente/100397/000000397037.pdf;tbd
27;22.521;Interpellation;FDP;Braun-Gallacchi, Beat;Interpellation Nr. 53 Beat Braun betreffend Überlastung auf den Sportanlagen Rankhof;2022-05-11;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200111745;A;2022;;https://grosserrat.bs.ch/dokumente/100397/000000397034.pdf;tbd
28;22.5207;Interpellation;;Hofer, Salome;Interpellation Nr. 52 Salome Hofer betreffend Sommer 2022 im Hafenareal;2022-04-27;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200111741;A;2022;Künste & Unterhaltung|Lärm;https://grosserrat.bs.ch/dokumente/100397/000000397022.pdf;tbd
29;22.5206;Interpellation;SVP;Stumpf, Daniela;Interpellation Nr. 51 Daniela Stumpf betreffend «Absagen für die Swissbau - das nächste Desaster bei der MCH Group?»;2022-04-27;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200111740;A;2022;Künste & Unterhaltung|Privatwirtschaft & Standort;https://grosserrat.bs.ch/dokumente/100397/000000397021.pdf;tbd
30;22.5201;Schriftliche Anfrage;GLP;Rechsteiner, Niggi Daniel;Schriftliche Anfrage Niggi Daniel Rechsteiner betreffend Proberäume für Fasnachts-Cliquen, Guggen, Vereine und Plätze für Wagencliquen;2022-04-27;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200111735;B;2022;Künste & Unterhaltung|Wohnen;https://grosserrat.bs.ch/dokumente/100397/000000397013.pdf;tbd
31;22.52;Schriftliche Anfrage;LDP;Strahm-Lavanchy, Nicole;Schriftliche Anfrage Nicole Strahm-Lavanchy betreffend Unterstützung von Stellensuchenden 50plus mit Weiterbildung auf Tertiärstufe;2022-04-27;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200111734;B;2022;Arbeitsmarkt|Ältere Bevölkerung;https://grosserrat.bs.ch/dokumente/100397/000000397012.pdf;tbd
32;22.519;Schriftliche Anfrage;VA;Weber, Eric;Schriftliche Anfrage Eric Weber betreffend Russische Gelder bei der Basler Kantonalbank;2022-04-27;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200111723;A;2022;;https://grosserrat.bs.ch/dokumente/100396/000000396948.pdf;tbd
33;22.5169;Anzug;Grüne;Wirz, Lea;Anzug Lea Wirz und Konsorten zur Sicherstellung der Möglichkeit zur Weiterverwendung bestehender Bau- Substanz während allen Planungsphasen;2022-04-27;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200111714;B;2022;;https://grosserrat.bs.ch/dokumente/100396/000000396929.pdf;tbd
34;22.5176;Anzug;SP;Pfister, Pascal;Anzug Pascal Pfister und Konsorten betreffend bessere Luftqualität an Basler Schulen im Winter 2022/23;2022-04-27;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200111711;B;2022;Gesundheitsförderung|Klima & Luft;https://grosserrat.bs.ch/dokumente/100396/000000396926.pdf;tbd
35;22.5179;Schriftliche Anfrage;SP;Brandenburger, Jessica;Schriftliche Anfrage Jessica Brandenburger betreffend Zugang von Informationen über Angebote für ältere Menschen und Demenzerkrankte im Kanton Basel- Stadt;2022-04-27;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200111706;B;2022;Ältere Bevölkerung|Migration & Integration;https://grosserrat.bs.ch/dokumente/100396/000000396921.pdf;tbd
36;22.5182;Interpellation;SVP;Suter, Stefan;Interpellation Nr. 44 Stefan Suter betreffend Vortritt an der Grenzacherstrasse;2022-04-27;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200111703;A;2022;;https://grosserrat.bs.ch/dokumente/100396/000000396918.pdf;tbd
37;22.5159;Schriftliche Anfrage;SP;Miozzari, Claudio;Schriftliche Anfrage Claudio Miozzari betreffend Praktika und Auszubildende im Betreuungsschlüssel von Basler Kitas;2022-03-16;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200111690;B;2022;;https://grosserrat.bs.ch/dokumente/100396/000000396849.pdf;tbd
38;22.5155;Interpellation;BastA!;Zürcher, Tonja;Interpellation Nr. 39 Tonja Zürcher betreffend Zunehmender Antisemitismus online und in der realen Welt;2022-03-16;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200111684;A;2022;Religion|Migration & Integration;https://grosserrat.bs.ch/dokumente/100396/000000396785.pdf;tbd
39;22.5154;Interpellation;GLP;Sieber, Johannes;Interpellation Nr. 38 Johannes Sieber betreffend Schutz für geflüchtete LGBTI-Personen aus der Ukraine;2022-03-16;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200111683;A;2022;;https://grosserrat.bs.ch/dokumente/100396/000000396784.pdf;tbd
40;22.515;Interpellation;;Messerli, Beatrice;Interpellation Nr. 34 Beatrice Messerli betreffend Akkreditierung PH FHNW im Jahr 2027;2022-03-16;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200111679;A;2022;;https://grosserrat.bs.ch/dokumente/100396/000000396780.pdf;tbd
41;22.5149;Interpellation;SVP;Thüring, Joël;"Interpellation Nr. 33 Joël Thüring betreffend ""Wieso hat jede fünfte Person in Basel-Stadt keinen Schutzplatz?""";2022-03-16;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200111678;A;2022;;https://grosserrat.bs.ch/dokumente/100396/000000396779.pdf;tbd
42;22.5148;Interpellation;GLP;Christ, Tobias;Interpellation Nr. 32 Tobias Christ betreffend Obergrenzen für Ärztinnen und Ärzte;2022-03-16;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200111677;A;2022;;https://grosserrat.bs.ch/dokumente/100396/000000396778.pdf;tbd
43;22.5145;Interpellation;SVP;Messerli, Pascal;"Interpellation Nr. 29 Pascal Messerli betreffend ""Wieso will das Uni-Rektorat Studentinnen und Studenten bevormunden?""";2022-03-16;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200111674;A;2022;Hochschulen & Weiterbildung|Verwaltung;https://grosserrat.bs.ch/dokumente/100396/000000396775.pdf;tbd
44;22.5144;Schriftliche Anfrage;SP;Seggiani, Michela;Schriftliche Anfrage Michela Seggiani betreffend Homeoffice;2022-03-16;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200111673;A;2022;;https://grosserrat.bs.ch/dokumente/100396/000000396774.pdf;tbd
45;22.5141;Schriftliche Anfrage;SVP;Schaller, Beat K.;Schriftliche Anfrage Beat K. Schaller betreffend Ausbildungsmassnahmen und Qualitätskontrollen der Verkehrslenkung an Baustellen;2022-03-16;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200111670;A;2022;Verkehrssicherheit|Gestaltung & Infrastruktur;https://grosserrat.bs.ch/dokumente/100396/000000396771.pdf;tbd
46;22.514;Petition;;;"Petition P445 ""Für den Erhalt unserer Friedhofskultur auf dem Hörnli - Nein zum Entfernen von Kreuzen und christlichen Symbolen""";2022-03-16;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200111669;A;2022;;https://grosserrat.bs.ch/dokumente/100396/000000396770.pdf;tbd
47;22.5139;Interpellation;SP;Mathys, Lisa;Interpellation Nr. 26 Lisa Mathys betreffend Bedeutung von regional verankertem Qualitätsjournalismus für Basel-Stadt;2022-03-16;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200111668;A;2022;;https://grosserrat.bs.ch/dokumente/100396/000000396769.pdf;tbd
48;22.5137;Schriftliche Anfrage;Grüne;Thiriet, Jérôme;Schriftliche Anfrage Jérôme Thiriet betreffend psychische Gesundheit am Arbeitsplatz;2022-03-16;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200111666;A;2022;Arbeitsmarkt|Gesundheitsförderung;https://grosserrat.bs.ch/dokumente/100396/000000396767.pdf;tbd
49;22.5135;Interpellation;EVP;Gysin, Brigitte;Interpellation Nr. 23 Brigitte Gysin betreffend wirkungsvolle Massnahmen bei Verstoss gegen Tabakverkaufsverbot;2022-03-16;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200111664;A;2022;Recht & Strafvollzug|Gesundheitsförderung;https://grosserrat.bs.ch/dokumente/100396/000000396763.pdf;tbd
50;22.5134;Petition;;;"Petition P444 ""Chance Klybeck""";2022-03-16;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200111663;A;2022;;https://grosserrat.bs.ch/dokumente/100396/000000396757.pdf;tbd
51;22.5133;Interpellation;SP;Bessenich, Salome;Interpellation Nr. 22 Salome Bessenich betreffend Umgang mit Verner Pantons Farb-Passage;2022-03-16;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200111659;A;2022;Kinder, Jugendliche & Familien|Gestaltung & Infrastruktur;https://grosserrat.bs.ch/dokumente/100396/000000396730.pdf;tbd
52;22.5105;Schriftliche Anfrage;VA;Weber, Eric;Schriftliche Anfrage Eric Weber betreffend WC Schützenmattpark;2022-02-09;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200111642;A;2022;;https://grosserrat.bs.ch/dokumente/100396/000000396695.pdf;tbd
53;22.5102;Schriftliche Anfrage;VA;Weber, Eric;Schriftliche Anfrage Eric Weber betreffend Lachs im Basler Rhein;2022-02-09;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200111639;A;2022;;https://grosserrat.bs.ch/dokumente/100396/000000396692.pdf;tbd
54;22.5101;Schriftliche Anfrage;VA;Weber, Eric;Schriftliche Anfrage Eric Weber betreffend wird Altpapier entsorgen nun was kosten?;2022-02-09;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200111638;A;2022;;https://grosserrat.bs.ch/dokumente/100396/000000396691.pdf;tbd
55;22.51;Schriftliche Anfrage;VA;Weber, Eric;Schriftliche Anfrage Eric Weber betreffend Fördermöglichkeiten für Haus-Sanierung;2022-02-09;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200111637;A;2022;Wohnen|Energieversorgung;https://grosserrat.bs.ch/dokumente/100396/000000396690.pdf;tbd
56;22.5132;Interpellation;VA;Weber, Eric;Interpellation Nr. 21 Eric Weber betreffend Gäste der Basler Regierung;2022-03-16;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200111633;A;2022;Künste & Unterhaltung|Staatsfinanzen;https://grosserrat.bs.ch/dokumente/100396/000000396686.pdf;tbd
57;22.5124;Anzug;FDP;Urgese, Luca;Anzug Luca Urgese und Christian von Wartburg betreffend attraktive Gestaltung des Marktplatzes;2022-03-16;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200111629;B;2022;;https://grosserrat.bs.ch/dokumente/100396/000000396609.pdf;tbd
58;22.5088;Anzug;jgb;Hoppler, Laurin;Anzug Laurin Hoppler und Konsorten betreffend Entlastung bei amtlichen Gebühren für Registerauszüge und offizielle Dokumente;2022-03-16;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200111618;B;2022;Staatsfinanzen|Verwaltung;https://grosserrat.bs.ch/dokumente/100396/000000396589.pdf;tbd
59;22.5086;Anzug;SP;Cuénod, Tim;Anzug Tim Cuénod und Konsorten betreffend bessere und attraktivere Erreichbarkeit der Sportanlagen St. Jakob vom Gundeli/Dreispitz her;2022-03-16;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200111616;B;2022;;https://grosserrat.bs.ch/dokumente/100396/000000396587.pdf;tbd
60;22.5081;Motion;GLP;Bothe-Wenk, Sandra;"Motion Sandra Bothe und Konsorten betreffend ""Keine Ausgrenzung von Kindern in den Tagesferien auf Grund der Schulwahl""";2022-03-16;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200111613;B;2022;;https://grosserrat.bs.ch/dokumente/100396/000000396584.pdf;tbd
61;22.5082;Anzug;FDP;Braun-Gallacchi, Beat;Anzug Beat Braun und Konsorten betreffend echter Wohnschutz jetzt: Mehr Baslerinnen und Basler zu Wohnungseigentümer/innen machen;2022-03-16;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200111608;B;2022;Wohnen|Staatsfinanzen;https://grosserrat.bs.ch/dokumente/100396/000000396551.pdf;tbd
62;22.508;Anzug;Mitte;Knellwolf, Andrea Elisabeth;Anzug Andrea Elisabeth Knellwolf und Konsorten betreffend Verbesserung der Übersichtlichkeit und Sicherheit von Fussgängerunterführungen durch Beschriftung und Anbringen von Spiegeln;2022-03-16;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200111607;B;2022;;https://grosserrat.bs.ch/dokumente/100396/000000396550.pdf;tbd
63;22.5078;Anzug;Grüne;Ineichen, Anina;Anzug Anina Ineichen und Konsorten betreffend Liberalisierung des Personentransports mit mehrspurigen Spezialvelos;2022-03-16;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200111606;B;2022;;https://grosserrat.bs.ch/dokumente/100396/000000396549.pdf;tbd
64;22.509;Schriftliche Anfrage;SP;Heer, Barbara;Schriftliche Anfrage Barbara Heer betreffend chancengerechter Hochschulzugang für Geflüchtete;2022-02-09;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200111603;A;2022;Migration & Integration|Hochschulen & Weiterbildung;https://grosserrat.bs.ch/dokumente/100396/000000396546.pdf;tbd
65;22.5073;Interpellation;LDP;von Falkenstein, Annina;Interpellation Nr. 17 Annina von Falkenstein betreffend Gärtnerhaus im Schwarzpark;2022-02-09;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200111597;A;2022;Verwaltung|Gestaltung & Infrastruktur;https://grosserrat.bs.ch/dokumente/100396/000000396527.pdf;tbd
66;22.5072;Schriftliche Anfrage;SP;Miozzari, Claudio;Schriftliche Anfrage Claudio Miozzari betreffend tiefe Abschlussquote;2022-02-09;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200111596;A;2022;;https://grosserrat.bs.ch/dokumente/100396/000000396526.pdf;tbd
67;22.5068;Interpellation;SP;Pfister, Pascal;Interpellation Nr. 14 Pascal Pfister betreffend Aufarbeitung der Ereignisse beim Messeplatz vom 24. November 2018;2022-02-09;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200111592;A;2022;Verwaltung|Recht & Strafvollzug;https://grosserrat.bs.ch/dokumente/100396/000000396522.pdf;tbd
68;22.5066;Interpellation;SP;Gander, Thomas;Interpellation Nr. 12 Thomas Gander betreffend den Sporthallensanierungen auf dem Campus Bäumlihof, Drei Linden und Hirzbrunnen;2022-02-09;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200111590;A;2022;;https://grosserrat.bs.ch/dokumente/100396/000000396518.pdf;tbd
69;22.5064;Interpellation;;Lachenmeier, Michelle;"Interpellation Nr. 11 Michelle Lachenmeier betreffend (unzulässiger?) Beeinflussung des Abstimmungskampfes zur Initiative ""Ja zur Primateninitiative"" durch den Regierungsrat";2022-02-09;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200111589;A;2022;;https://grosserrat.bs.ch/dokumente/100396/000000396517.pdf;tbd
70;22.5057;Interpellation;FDP;Braun-Gallacchi, Beat;Interpellation Nr. 6 Beat Braun betreffend Durchführung Fasnacht 2022;2022-02-09;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200111582;A;2022;Gesundheitsförderung|Künste & Unterhaltung;https://grosserrat.bs.ch/dokumente/100396/000000396494.pdf;tbd
71;22.5049;Schriftliche Anfrage;VA;Weber, Eric;Schriftliche Anfrage Eric Weber betreffend Aktion Hände hoch;2022-02-09;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200111573;A;2022;;https://grosserrat.bs.ch/dokumente/100396/000000396473.pdf;tbd
72;22.5043;Interpellation;SVP;Schweizer, Jenny;Interpellation Nr. 5 Jenny Schweizer betreffend Einführungsklassen Schuljahr 21/22 und 22/23, Vorgehen;2022-02-09;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200111567;A;2022;;https://grosserrat.bs.ch/dokumente/100396/000000396467.pdf;tbd
73;22.5033;Interpellation;LDP;Hug, Michael;Interpellation Nr. 4 Michael Hug betreffend Erwerb des Clara-Areals;2022-02-09;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200111565;A;2022;Staatsfinanzen|Wohnen;https://grosserrat.bs.ch/dokumente/100396/000000396398.pdf;tbd
74;22.5031;Interpellation;LDP;Auderset, André;Interpellation Nr. 2 André Auderset betreffend unerfüllbare Auflagen für Jungfasnächtler;2022-02-09;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200111563;A;2022;Gesundheitsförderung|Künste & Unterhaltung;https://grosserrat.bs.ch/dokumente/100396/000000396396.pdf;tbd
75;22.504;Anzug;Grüne;Friedl, Harald;Anzug Harald Friedl und Konsorten betreffend Einrichtung eines Stadttaubenkonzepts;2022-02-09;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200111560;B;2022;;https://grosserrat.bs.ch/dokumente/100396/000000396391.pdf;tbd
